epoch,train_loss,val_loss,train_auc,val_auc,lr
1,57.2128129256399,12.735071784145973,0.531381579648241,0.502083256076507,9.96116311663435e-05
2,58.271521518104954,12.730901726226529,0.460800140109892,0.5030325879594721,9.852321923901706e-05
3,53.12622672633121,12.753142035130224,0.5664765929092451,0.501292146174036,9.675123461553107e-05
4,57.25420540257504,12.747681773120457,0.6027146949525122,0.501292146174036,9.432090111005003e-05
5,56.069779647024056,12.75894462636281,0.5460246399904163,0.49891881646662295,9.126681399467729e-05
6,51.95803290919254,12.735872228242354,0.552579570676198,0.5009229615528829,8.763244754269288e-05
7,57.06491430182206,12.73533751443254,0.5533509384469749,0.501292146174036,8.346953618100874e-05
8,59.97247314453125,12.73503703366331,0.5608996488457136,0.5017668121155185,7.88373380609819e-05
9,55.565800516228926,12.734895813616747,0.5991995892236238,0.501872293435848,7.380179153046444e-05
10,52.09811110245554,12.734796442023773,0.6076225601007404,0.5019777747561774,6.843457651448242e-05
11,57.423233433773646,12.734587643379013,0.5251712138588106,0.5019777747561774,6.281209416551761e-05
12,54.29392101890162,12.734338031401423,0.5643168988674533,0.5021359967366716,5.701437930773763e-05
13,56.483702207866465,12.73418719951923,0.574890733669796,0.5021887373968364,5.112396115611943e-05
14,58.82875803897255,12.734105277104785,0.6014893218355567,0.5021887373968364,4.522468852758756e-05
15,56.29706071552477,12.734161469374621,0.5709676198563265,0.5019777747561774,3.940053626653303e-05
16,52.23048250298751,12.734161173625832,0.6051703059988291,0.5019777747561774,3.3734409874103475e-05
17,54.04348714728104,12.734164722611297,0.6113025485035171,0.5019250340960127,2.8306965355477115e-05
18,57.91038583454333,12.734178327055572,0.5706713867336234,0.502083256076507,2.3195461081170573e-05
19,53.499944385729336,12.734242208793912,0.5978876677822422,0.5019777747561774,1.847265799932273e-05
20,58.60011291503906,12.734270896426409,0.6085057027980078,0.5019250340960127,1.4205783839492557e-05
21,54.6075113196122,12.734325314203513,0.5664512208174116,0.5019777747561774,1.045557601596492e-05
22,55.700067821301914,12.734375147874394,0.5912703187674672,0.5019777747561774,7.275416752491019e-06
23,60.62395135979904,12.73441995381587,0.5839195772142194,0.5019777747561774,4.71057239770534e-06
24,52.91023495322779,12.73446047139991,0.6114500424077578,0.502083256076507,2.7975462747665536e-06
25,53.80839458264803,12.734490933525136,0.624443437432021,0.502083256076507,1.5635442350219161e-06
26,54.04697699295847,12.734510748693973,0.5842757641180629,0.502083256076507,1.0258411001760134e-06
27,54.55376936260023,12.734529380867656,0.604417326270176,0.5020305154163421,1.193672812027062e-06
28,53.834828426963405,12.734557477002575,0.6172302798703115,0.502083256076507,2.0623260686617477e-06
29,57.472632558722246,12.734615887388324,0.6158375324524298,0.5019777747561774,3.620665956034672e-06
30,47.991436205412214,12.734729602797547,0.6131122050183021,0.501872293435848,5.84637910881718e-06
31,54.06791466160824,12.734927754485918,0.5792790221321823,0.5018195527756832,8.707765229237093e-06
32,55.61875353361431,12.735251007911872,0.6245170325590574,0.5017668121155185,1.2164087885592383e-05
33,52.91417674014443,12.73577152577983,0.6112883716453508,0.5017140714553538,1.6166144944975605e-05
34,50.339034030311986,12.736421285868413,0.6108982997872545,0.501661330795189,2.0656966936146518e-05
35,54.678522411145664,12.737121175376666,0.628451200640763,0.5018195527756832,2.5572627379689973e-05
36,56.65034183702971,12.739401398536872,0.6238651122795198,0.5017668121155185,3.084315253330084e-05
37,58.331801765843444,12.743228683610312,0.6066788176812414,0.501872293435848,3.6393517350174204e-05
38,54.03466796875,12.750358595406194,0.6171426819332199,0.5018195527756832,4.214471339435795e-05
39,53.82043376721834,12.763081856166718,0.6200677594763926,0.5018195527756832,4.801487348247831e-05
40,58.624227021869864,12.785544863908237,0.6131068869328505,0.5017140714553538,5.3920437030741876e-05
41,57.137299387078535,12.811411940206693,0.6158497722008496,0.5019250340960127,5.977733951324725e-05
42,53.83077139603464,12.832798718106451,0.6025403089755328,0.5021359967366716,6.550220909721275e-05
43,53.220863141511614,12.83971051517073,0.6012400114397985,0.501503108814695,7.10135534198564e-05
44,56.70297361675062,12.834055946206844,0.6054197356995702,0.501081183533377,7.623291961262867e-05
45,55.835898549933184,12.823882040004165,0.6400941361784658,0.5002373329707414,8.108601105964723e-05
46,52.336641813579355,12.81405652587447,0.6283410609778848,0.4999208890097529,8.550374499324434e-05
47,55.09150474949887,12.812728761687993,0.6574822720273724,0.49981540768942345,8.942323587180623e-05
48,58.91414301018966,12.806842473548228,0.6450991045983508,0.5000263703300823,9.278869054162359e-05
49,55.93876346788908,12.82087116946169,0.6525214819198745,0.49949896372843505,9.555220244023903e-05
50,55.54279929713199,12.836905337910736,0.6805108884165731,0.49939348240810555,9.767443353592744e-05
